ID,F-number,JH-number,creator-date,creator-place,Dimensions,details,credits,CORE_TEXT,heads,Head of a Woman,Head of a Man,Head of a Woman 1,Head of a Woman 2,Head of a Woman 3,Head of a Woman 4,Head of a Prostitute,Head of an Old Man,Torso of Venus,Torso of Venus 1,Torso of Venus 2,Torso of Venus 3,this torso of Venus,standing torso of Venus,Plaster Cast of a Womans Torso,Plaster Cast of a Womans Torso 1,Male Torso,drawing,painting,portrait,still life,nude,cityscape,animal art,Horse,Kneeling Ecorche,Portrait of a Prostitute,Woman Sewing,The Potato Eaters,Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman,Van Gogh wrote,he wrote,drew,complementary colours,which he painted a number of times,He would use this technique more than once in his later work,1881,1884,1885,1886,1887,1890,Nuenen,Antwerp,Paris,Brussels,TOKENS,PREP_TOKENS,BOWS_TOKENS,IDX_TOKENS,TFIDF_TOKENS,STD_DVEC_TOKENS,STD_SVEC_TOKENS
  (552, 58)	0.1847037563817825
  (553, 58)	0.09235187819089125
  (554, 58)	0.1847037563817825
  (555, 58)	0.09235187819089125
  (556, 58)	0.09235187819089125
  (557, 58)	0.09235187819089125
  (558, 58)	0.09235187819089125
  (559, 58)	0.09235187819089125
  (560, 58)	0.09235187819089125
  (561, 58)	0.09235187819089125
  (562, 58)	0.1847037563817825"
