ID,CORE_TEXT,EXT_TEXT,he wrote,Van Gogh wrote,complementary colours,The Potato Eaters,this torso of Venus,drew,standing torso of Venus,which he painted a number of times,He would use this technique more than once in his later work,Head of a Woman,Head of a Man,Head of a Woman 1,Head of a Woman 2,Head of a Woman 3,Torso of Venus,Horse,Torso of Venus 1,Male Torso,Kneeling Ecorche,Torso of Venus 2,Portrait of a Prostitute,Head of an Old Man,Head of a Woman 4,Plaster Cast of a Womans Torso,Plaster Cast of a Womans Torso 1,Torso of Venus 3,Woman Sewing,Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman,Head of a Prostitute,1885,Nuenen,painting,1887,Paris,cityscape,portrait,still life,1890,animal art,drawing,1884,heads,Antwerp,1886,nude,1881,Brussels,TOKENS,PREP_TOKENS,BOWS_TOKENS,IDX_TOKENS,TFIDF_TOKENS,STD_DVEC_TOKENS
s0005V1962,"The Potato Eaters Vincent van Gogh (1853 - 1890), Nuenen, April-May 1885 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 82 cm x 114 cm, 100 cm x 133 cm",localhost F0082 JH0764 s0005V1962,"Van Gogh saw the Potato Eaters as a showpiece, for which he deliberately chose a difficult composition to prove he was on his way to becoming a good figure painter. The painting had to depict the harsh reality of country life, so he gave the peasants coarse faces and bony, working hands. He wanted to show in this way that they have tilled the earth themselves with these hands they are putting in the dish ... that they have thus honestly earned their food. He painted the five figures in earth colours something like the colour of a really dusty potato, unpeeled of course. The message of the painting was more important to Van Gogh than correct anatomy or technical perfection. He was very pleased with the result: yet his painting drew considerable criticism because its colours were so dark and the figures full of mistakes. Nowadays, the Potato Eaters is one of Van Goghs most famous works.",localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Date=1885,https://vangoghmuseum.nl/en/collection?Place=Nuenen,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['the', 'potato', 'eaters', 'vincent', 'van', 'gogh', '1853', '1890', 'nuenen', 'april', 'may', '1885', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '82', 'cm', 'x', '114', 'cm', '100', 'cm', 'x', '133', 'cm']","['potato', 'eater', 'vincent', 'van', 'gogh', '1853', '1890', 'nuenen', 'april', 'may', '1885', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '82', 'cm', 'x', '114', 'cm', '100', 'cm', 'x', '133', 'cm']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 4), (10, 1), (11, 1), (12, 1), (13, 3), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 3), (21, 2), (22, 2)]","[18, 11, 21, 20, 13, 3, 5, 16, 8, 14, 4, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 6, 9, 22, 1, 9, 0, 9, 22, 2, 9]","[(0, 0.40324268615259634), (1, 0.44848533092699705), (2, 0.44848533092699705), (3, 0.0020635440163164383), (4, 0.09075668843983116), (5, 0.0020635440163164383), (6, 0.44848533092699705), (7, 0.002133465114864447), (8, 0.1297783101339852), (9, 0.008254176065265753), (10, 0.0020635440163164383), (11, 0.35800004137819563), (12, 0.0028368268699117513), (13, 0.006190632048949315), (14, 0.08234759435486541), (15, 0.0020635440163164383), (16, 0.0896777987645629), (17, 0.002766148639667602), (18, 0.2562978554088656), (19, 0.0026250213646814833), (20, 0.006190632048949315), (21, 0.0041270880326328765), (22, 0.0041270880326328765)]","[0.2562978554088656, 0.35800004137819563, 0.0041270880326328765, 0.006190632048949315, 0.006190632048949315, 0.0020635440163164383, 0.0020635440163164383, 0.0896777987645629, 0.1297783101339852, 0.08234759435486541, 0.09075668843983116, 0.0020635440163164383, 0.002766148639667602, 0.0026250213646814833, 0.006190632048949315, 0.006190632048949315, 0.0020635440163164383, 0.002133465114864447, 0.0041270880326328765, 0.006190632048949315, 0.006190632048949315, 0.0028368268699117513, 0.44848533092699705, 0.008254176065265753, 0.0041270880326328765, 0.44848533092699705, 0.008254176065265753, 0.40324268615259634, 0.008254176065265753, 0.0041270880326328765, 0.44848533092699705, 0.008254176065265753]"
s0019V1962,"Garden with Courting Couples: Square Saint-Pierre Vincent van Gogh (1853 - 1890), Paris, May 1887 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 75.0 cm x 113.0 cm, 95.0 cm x 132.4 cm",localhost F0314 JH1258 s0019V1962,"Van Gogh called this sunny park scene the painting of the garden with lovers. Couples in love are strolling under the young chestnut trees and sitting along the winding paths. He used a free variation on the technique of the Pointillists. They built up their compositions from dots of paint. Van Gogh instead applied small brushstrokes of varying length in different directions. This helped him to create the effect of a radiant spring day, which fit the sense of intimacy and togetherness he wished to express. He too longed for a wife and a family, but he had the most impossible love affairs. He eventually resigned himself to the situation; he was devoted to his art.",localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,https://vangoghmuseum.nl/en/collection?Date=1887,https://vangoghmuseum.nl/en/collection?Place=Paris,https://vangoghmuseum.nl/en/collection?Genre=cityscape,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['garden', 'with', 'courting', 'couples', 'square', 'saint', 'pierre', 'vincent', 'van', 'gogh', '1853', '1890', 'paris', 'may', '1887', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '75.0', 'cm', 'x', '113.0', 'cm', '95.0', 'cm', 'x', '132.4', 'cm']","['garden', 'courting', 'couple', 'square', 'saint', 'pierre', 'vincent', 'van', 'gogh', '1853', '1890', 'paris', 'may', '1887', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '75.0', 'cm', 'x', '113.0', 'cm', '95.0', 'cm', 'x', '132.4', 'cm']","[(3, 1), (5, 1), (7, 1), (9, 4), (10, 1), (12, 1), (13, 3), (14, 1), (15, 1), (17, 1), (19, 1), (20, 3), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1)]","[30, 29, 28, 34, 33, 32, 21, 20, 13, 3, 5, 31, 14, 25, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 26, 9, 22, 23, 9, 27, 9, 22, 24, 9]","[(3, 0.0016704315719060568), (5, 0.0016704315719060568), (7, 0.001727032453512373), (9, 0.006681726287624227), (10, 0.0016704315719060568), (12, 0.002296401302837708), (13, 0.00501129471571817), (14, 0.06666008594593814), (15, 0.0016704315719060568), (17, 0.0022391875258052107), (19, 0.0021249454965924304), (20, 0.00501129471571817), (21, 0.0033408631438121136), (22, 0.0033408631438121136), (23, 0.3630472868005495), (24, 0.3630472868005495), (25, 0.11326668461532394), (26, 0.3630472868005495), (27, 0.3630472868005495), (28, 0.25317600472933577), (29, 0.3630472868005495), (30, 0.17370519076038676), (31, 0.07854716309096733), (32, 0.3264235261101449), (33, 0.1000920145089821), (34, 0.3264235261101449)]","[0.17370519076038676, 0.3630472868005495, 0.25317600472933577, 0.3264235261101449, 0.1000920145089821, 0.3264235261101449, 0.0033408631438121136, 0.00501129471571817, 0.00501129471571817, 0.0016704315719060568, 0.0016704315719060568, 0.07854716309096733, 0.06666008594593814, 0.11326668461532394, 0.0016704315719060568, 0.0022391875258052107, 0.0021249454965924304, 0.00501129471571817, 0.00501129471571817, 0.0016704315719060568, 0.001727032453512373, 0.0033408631438121136, 0.00501129471571817, 0.00501129471571817, 0.002296401302837708, 0.3630472868005495, 0.006681726287624227, 0.0033408631438121136, 0.3630472868005495, 0.006681726287624227, 0.3630472868005495, 0.006681726287624227, 0.0033408631438121136, 0.3630472868005495, 0.006681726287624227]"
s0022V1962,"Self-Portrait as a Painter Vincent van Gogh (1853 - 1890), Paris, December 1887-February 1888 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 65.1 cm x 50 cm, 86 cm x 71 cm",localhost F0522 JH1356 s0022V1962,"Van Gogh presented himself in this self-portrait as a painter, holding a palette and paintbrushes behind his easel. He showed that he was a modern artist by using a new painting style, with bright, almost unblended colours. The palette contains the complementary colour pairs red/green, yellow/purple and blue/orange precisely the colours Van Gogh used for this painting. He laid these pairs down side by side to intensify one another: the blue of his smock, for instance, and the orange-red of his beard. Self-Portrait as a Painter was the last work Van Gogh produced in Paris; the city had exhausted him both mentally and physically. He told his sister Wil how he had portrayed himself: wrinkles in forehead and around the mouth, stiffly wooden, a very red beard, quite unkempt and sad.",localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,https://vangoghmuseum.nl/en/collection?Date=1887,https://vangoghmuseum.nl/en/collection?Place=Paris,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['self', 'portrait', 'as', 'a', 'painter', 'vincent', 'van', 'gogh', '1853', '1890', 'paris', 'december', '1887', 'february', '1888', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '65.1', 'cm', 'x', '50', 'cm', '86', 'cm', 'x', '71', 'cm']","['self', 'portrait', 'painter', 'vincent', 'van', 'gogh', '1853', '1890', 'paris', 'december', '1887', 'february', '1888', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '65.1', 'cm', 'x', '50', 'cm', '86', 'cm', 'x', '71', 'cm']","[(3, 1), (5, 1), (7, 1), (9, 4), (10, 1), (12, 1), (13, 3), (15, 1), (17, 1), (19, 1), (20, 3), (21, 2), (22, 2), (25, 1), (31, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1), (40, 1), (41, 1), (42, 1), (43, 1), (44, 1)]","[44, 43, 42, 21, 20, 13, 3, 5, 31, 40, 25, 41, 35, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 37, 9, 22, 36, 9, 39, 9, 22, 38, 9]","[(3, 0.0021413680169537126), (5, 0.0021413680169537126), (7, 0.0022139261029247826), (9, 0.00856547206781485), (10, 0.0021413680169537126), (12, 0.0029438142733236466), (13, 0.006424104050861137), (15, 0.0021413680169537126), (17, 0.002870470501374513), (19, 0.0027240207864251014), (20, 0.006424104050861137), (21, 0.004282736033907425), (22, 0.004282736033907425), (25, 0.1451993963122234), (31, 0.10069157318040914), (35, 0.19647974810325633), (36, 0.356387393725748), (37, 0.41845048342562696), (38, 0.37150156847336013), (39, 0.39098712872900404), (40, 0.14826475952669066), (41, 0.17387230041491292), (42, 0.41845048342562696), (43, 0.2017948634248733), (44, 0.26248956382121424)]","[0.26248956382121424, 0.2017948634248733, 0.41845048342562696, 0.004282736033907425, 0.006424104050861137, 0.006424104050861137, 0.0021413680169537126, 0.0021413680169537126, 0.10069157318040914, 0.14826475952669066, 0.1451993963122234, 0.17387230041491292, 0.19647974810325633, 0.0021413680169537126, 0.002870470501374513, 0.0027240207864251014, 0.006424104050861137, 0.006424104050861137, 0.0021413680169537126, 0.0022139261029247826, 0.004282736033907425, 0.006424104050861137, 0.006424104050861137, 0.0029438142733236466, 0.41845048342562696, 0.00856547206781485, 0.004282736033907425, 0.356387393725748, 0.00856547206781485, 0.39098712872900404, 0.00856547206781485, 0.004282736033907425, 0.37150156847336013, 0.00856547206781485]"
s0027V1962,"The Langlois Bridge Vincent van Gogh (1853 - 1890), Arles, March 1888 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 59.6 cm x 73.6 cm, 77.1 cm x 91.0 cm",localhost F0400 JH1371 s0027V1962,"The sky was grey when Van Gogh painted this bridge. He worked in the open air more than once in this spot in the southern French city of Arles. Laundry was done in this canal, and linens have been laid out to bleach on the far bank. All that is missing are the washerwomen who were included in an earlier version. Van Gogh carefully organised his composition. He chose a place for his easel where he could paint the patch of land with the road in the foreground as a large diagonal leading into the left background. He had seen diagonals of this kind used in Japanese prints. Vincent and his brother Theo had accumulated a joint collection of these prints in Paris.",localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['the', 'langlois', 'bridge', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'march', '1888', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '59.6', 'cm', 'x', '73.6', 'cm', '77.1', 'cm', 'x', '91.0', 'cm']","['langlois', 'bridge', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'march', '1888', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '59.6', 'cm', 'x', '73.6', 'cm', '77.1', 'cm', 'x', '91.0', 'cm']","[(3, 1), (5, 1), (7, 1), (9, 4), (10, 1), (12, 1), (13, 3), (15, 1), (17, 1), (19, 1), (20, 3), (21, 2), (22, 2), (35, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (50, 1), (51, 1), (52, 1)]","[51, 50, 21, 20, 13, 3, 5, 49, 52, 35, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 45, 9, 22, 46, 9, 47, 9, 22, 48, 9]","[(3, 0.0019726989955169234), (5, 0.0019726989955169234), (7, 0.002039541902564439), (9, 0.007890795982067694), (10, 0.0019726989955169234), (12, 0.0027119390100143947), (13, 0.00591809698655077), (15, 0.0019726989955169234), (17, 0.0026443723030747323), (19, 0.0025094579850840153), (20, 0.00591809698655077), (21, 0.003945397991033847), (22, 0.003945397991033847), (35, 0.1810036381668299), (45, 0.4287413085585919), (46, 0.3601902662210279), (47, 0.4287413085585919), (48, 0.3854904163094861), (49, 0.17756802657236428), (50, 0.3073207033196817), (51, 0.4287413085585919), (52, 0.10611423538133737)]","[0.4287413085585919, 0.3073207033196817, 0.003945397991033847, 0.00591809698655077, 0.00591809698655077, 0.0019726989955169234, 0.0019726989955169234, 0.17756802657236428, 0.10611423538133737, 0.1810036381668299, 0.0019726989955169234, 0.0026443723030747323, 0.0025094579850840153, 0.00591809698655077, 0.00591809698655077, 0.0019726989955169234, 0.002039541902564439, 0.003945397991033847, 0.00591809698655077, 0.00591809698655077, 0.0027119390100143947, 0.4287413085585919, 0.007890795982067694, 0.003945397991033847, 0.3601902662210279, 0.007890795982067694, 0.4287413085585919, 0.007890795982067694, 0.003945397991033847, 0.3854904163094861, 0.007890795982067694]"
s0029V1962,"The Sower Vincent van Gogh (1853 - 1890), Arles, November 1888 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 32.5 cm x 40.3 cm, 58.5 cm x 56.5 cm",localhost F0451 JH1629 s0029V1962,"Van Gogh had a special interest in sowers throughout his artistic career. All in all, he made more than 30 drawings and paintings on this theme. He painted this sower in the autumn of 1888. At the time, Van Gogh was working together with Paul Gauguin (1848-1903). Gauguin believed that in his work Van Gogh should draw less on reality and more on his imagination. Here, Van Gogh used colours meant to express emotion and passion. He assigned the leading roles to the greenish-yellow of the sky and the purple of the field. The bright yellow sun looks like a halo, turning the sower into a saint.",localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['the', 'sower', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'november', '1888', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '32.5', 'cm', 'x', '40.3', 'cm', '58.5', 'cm', 'x', '56.5', 'cm']","['sower', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'november', '1888', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '32.5', 'cm', 'x', '40.3', 'cm', '58.5', 'cm', 'x', '56.5', 'cm']","[(3, 1), (5, 1), (7, 1), (9, 4), (10, 1), (12, 1), (13, 3), (15, 1), (17, 1), (19, 1), (20, 3), (21, 2), (22, 2), (35, 1), (49, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 1), (58, 1)]","[58, 21, 20, 13, 3, 5, 49, 57, 35, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 53, 9, 22, 54, 9, 56, 9, 22, 55, 9]","[(3, 0.002496978648614098), (5, 0.002496978648614098), (7, 0.0025815862405925228), (9, 0.009987914594456393), (10, 0.002496978648614098), (12, 0.0034326847733681556), (13, 0.007490935945842294), (15, 0.002496978648614098), (17, 0.0033471610188729626), (19, 0.0031763908343791654), (20, 0.007490935945842294), (21, 0.004993957297228196), (22, 0.004993957297228196), (35, 0.22910855677990274), (49, 0.22475987063173358), (53, 0.36082600862610664), (54, 0.45591720086868104), (55, 0.45591720086868104), (56, 0.4331957314484725), (57, 0.18137082608212696), (58, 0.36082600862610664)]","[0.36082600862610664, 0.004993957297228196, 0.007490935945842294, 0.007490935945842294, 0.002496978648614098, 0.002496978648614098, 0.22475987063173358, 0.18137082608212696, 0.22910855677990274, 0.002496978648614098, 0.0033471610188729626, 0.0031763908343791654, 0.007490935945842294, 0.007490935945842294, 0.002496978648614098, 0.0025815862405925228, 0.004993957297228196, 0.007490935945842294, 0.007490935945842294, 0.0034326847733681556, 0.36082600862610664, 0.009987914594456393, 0.004993957297228196, 0.45591720086868104, 0.009987914594456393, 0.4331957314484725, 0.009987914594456393, 0.004993957297228196, 0.45591720086868104, 0.009987914594456393]"
s0031V1962,"Sunflowers Vincent van Gogh (1853 - 1890), Arles, January 1889 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 95 cm x 73 cm, 123.6 cm x 101.2 cm",localhost F0458 JH1667 s0031V1962,"Van Goghs paintings of Sunflowers are among his most famous. He did them in Arles, in the south of France, in 1888 and 1889. Vincent painted a total of five large canvases with sunflowers in a vase, with three shades of yellow and nothing else. In this way, he demonstrated that it was possible to create an image with numerous variations of a single colour, without any loss of eloquence. The sunflower paintings had a special significance for Van Gogh: they communicated gratitude, he wrote. He hung the first two in the room of his friend, the painter Paul Gauguin, who came to live with him for a while in the Yellow House. Gauguin was impressed by the sunflowers, which he thought were completely Vincent. Van Gogh had already painted a new version during his friends stay and Gauguin later asked for one as a gift, which Vincent was reluctant to give him. He later produced two loose copies, however, one of which is now in the Van Gogh Museum.",http://www.vangoghletters.org/vg/letters/let740/letter.html,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Genre=still life,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['sunflowers', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'january', '1889', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '95', 'cm', 'x', '73', 'cm', '123.6', 'cm', 'x', '101.2', 'cm']","['sunflower', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'january', '1889', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '95', 'cm', 'x', '73', 'cm', '123.6', 'cm', 'x', '101.2', 'cm']","[(3, 1), (5, 1), (7, 1), (9, 4), (10, 1), (12, 1), (13, 3), (15, 1), (17, 1), (19, 1), (20, 3), (21, 2), (22, 2), (49, 1), (59, 1), (60, 1), (61, 1), (62, 1), (63, 1), (64, 1), (65, 1)]","[65, 21, 20, 13, 3, 5, 49, 64, 61, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 63, 9, 22, 62, 9, 60, 9, 22, 59, 9]","[(3, 0.0021474161458985334), (5, 0.0021474161458985334), (7, 0.002220179166591925), (9, 0.008589664583594133), (10, 0.0021474161458985334), (12, 0.0029521288498811095), (13, 0.0064422484376956), (15, 0.0021474161458985334), (17, 0.0028785779241001564), (19, 0.002731714573216644), (20, 0.0064422484376956), (21, 0.004294832291797067), (22, 0.004294832291797067), (49, 0.19329479465614888), (59, 0.46671388311379447), (60, 0.46671388311379447), (61, 0.17345164042656575), (62, 0.3573939824552408), (63, 0.46671388311379447), (64, 0.17911527562214877), (65, 0.345009923199122)]","[0.345009923199122, 0.004294832291797067, 0.0064422484376956, 0.0064422484376956, 0.0021474161458985334, 0.0021474161458985334, 0.19329479465614888, 0.17911527562214877, 0.17345164042656575, 0.0021474161458985334, 0.0028785779241001564, 0.002731714573216644, 0.0064422484376956, 0.0064422484376956, 0.0021474161458985334, 0.002220179166591925, 0.004294832291797067, 0.0064422484376956, 0.0064422484376956, 0.0029521288498811095, 0.46671388311379447, 0.008589664583594133, 0.004294832291797067, 0.3573939824552408, 0.008589664583594133, 0.46671388311379447, 0.008589664583594133, 0.004294832291797067, 0.46671388311379447, 0.008589664583594133]"
s0032V1962,"The Yellow House (The Street) Vincent van Gogh (1853 - 1890), Arles, September 1888 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 72 cm x 91.5 cm, 89.8 cm x 109.2 cm",localhost F0464 JH1589 s0032V1962,"In May 1888, Van Gogh rented four rooms in a house on Place Lamartine in Arles (southern France). The green shutters in this painting of the square show where he lived. Shortly after moving into the Yellow House, he sent Theo a description and sketch of his painting of it: its tremendous, these yellow houses in the sunlight and then the incomparable freshness of the blue. The work, which Van Gogh himself called The Street, records the artists immediate surroundings: he often ate at the restaurant on the left, and the home of his friend, the postman Joseph Roulin, lay just beyond the second railway bridge. Vincent had finally found a place at the Yellow House where he could not only paint but also have his friends come to stay. His plan was to turn the yellow corner-building into an artists house, where like-minded painters could live and work together.",localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,Vincent van Gogh,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh,localhost,localhost,https://vangoghmuseum.nl/en/collection?Genre=cityscape,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,localhost,,,"['the', 'yellow', 'house', 'the', 'street', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'september', '1888', 'credits', 'obliged', 'to', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '72', 'cm', 'x', '91.5', 'cm', '89.8', 'cm', 'x', '109.2', 'cm']","['yellow', 'house', 'street', 'vincent', 'van', 'gogh', '1853', '1890', 'arles', 'september', '1888', 'credit', 'obliged', 'state', 'van', 'gogh', 'museum', 'amsterdam', 'vincent', 'van', 'gogh', 'foundation', '72', 'cm', 'x', '91.5', 'cm', '89.8', 'cm', 'x', '109.2', 'cm']","[(3, 1), (5, 1), (7, 1), (9, 4), (10, 1), (12, 1), (13, 3), (15, 1), (17, 1), (19, 1), (20, 3), (21, 2), (22, 2), (35, 1), (49, 1), (66, 1), (67, 1), (68, 1), (69, 1), (70, 1), (71, 1), (72, 1), (73, 1)]","[73, 70, 72, 21, 20, 13, 3, 5, 49, 71, 35, 10, 17, 19, 20, 13, 15, 7, 21, 20, 13, 12, 67, 9, 22, 69, 9, 68, 9, 22, 66, 9]","[(3, 0.001970461615393441), (5, 0.001970461615393441), (7, 0.0020372287110820195), (9, 0.007881846461573763), (10, 0.001970461615393441), (12, 0.0027088632045058542), (13, 0.0059113848461803216), (15, 0.001970461615393441), (17, 0.002641373129838758), (19, 0.0025066118279007342), (20, 0.0059113848461803216), (21, 0.003940923230786882), (22, 0.003940923230786882), (35, 0.18079834889399465), (49, 0.17736663387427812), (66, 0.42825504213676835), (67, 0.385053203842098), (68, 0.42825504213676835), (69, 0.35978174847749667), (70, 0.25544768895808717), (71, 0.12160700787832593), (72, 0.306972148758289), (73, 0.3418513655474278)]","[0.3418513655474278, 0.25544768895808717, 0.306972148758289, 0.003940923230786882, 0.0059113848461803216, 0.0059113848461803216, 0.001970461615393441, 0.001970461615393441, 0.17736663387427812, 0.12160700787832593, 0.18079834889399465, 0.001970461615393441, 0.002641373129838758, 0.0025066118279007342, 0.0059113848461803216, 0.0059113848461803216, 0.001970461615393441, 0.0020372287110820195, 0.003940923230786882, 0.0059113848461803216, 0.0059113848461803216, 0.0027088632045058542, 0.385053203842098, 0.007881846461573763, 0.003940923230786882, 0.35978174847749667, 0.007881846461573763, 0.42825504213676835, 0.007881846461573763, 0.003940923230786882, 0.42825504213676835, 0.007881846461573763]"
