"dis_loss_real","dis_acc_real","dis_loss_fake","dis_acc_fake","gen_gan_loss","gen_gan_acc"
"0.44253185391426086","0.875","1.1205824613571167","0.0625","0.6892673969268799","0.0"
"0.568487823009491","0.3541666567325592","0.7820276021957397","0.0625","0.6927114725112915","0.0"
"0.25670331716537476","0.9375","0.668819785118103","0.0625","0.7006689310073853","0.0"
"0.21774354577064514","0.9375","0.6124458909034729","0.0625","0.7158067226409912","0.0"
"0.17709077894687653","0.9375","0.6356978416442871","0.0625","0.728316068649292","0.0"
"0.23733165860176086","0.875","0.5014181137084961","0.0625","0.749346137046814","0.0"
"0.07050512731075287","0.9375","0.4081381857395172","0.0625","0.7865804433822632","0.0"
"0.1622406244277954","0.875","0.4311636984348297","0.0625","0.7930275201797485","0.0"
"0.0933699905872345","0.9375","0.43630802631378174","0.0625","0.8315280079841614","0.0"
"0.026240510866045952","0.9375","0.4460146427154541","0.0625","0.8930600881576538","0.0"
"0.05767253413796425","0.9375","0.4968107044696808","0.0625","0.9015753269195557","0.0"
"0.404584676027298","0.3125","0.46177762746810913","0.0625","0.9099097847938538","0.0"
"0.04639289900660515","0.9375","0.31556373834609985","0.0625","0.9645047187805176","0.0"
"0.06463005393743515","0.9375","0.31223976612091064","0.0625","1.0299980640411377","0.0"
"0.05904647707939148","0.9375","0.3735329508781433","0.0625","0.9951800107955933","0.0"
"0.04626976326107979","0.9375","0.46522095799446106","0.0625","0.9969371557235718","0.0"
"0.05111094191670418","0.9375","0.4425686001777649","0.0625","1.0490033626556396","0.0"
"0.04159349948167801","0.9375","0.40247148275375366","0.0625","1.0201541185379028","0.0"
"0.032310813665390015","0.9375","0.35224446654319763","0.0625","1.0355117321014404","0.0"
"0.04246781766414642","0.9375","0.3957480788230896","0.0625","1.0944852828979492","0.0"
"0.05692899972200394","0.9375","0.42922937870025635","0.0625","1.060938835144043","0.0"
"0.37408891320228577","0.3125","0.43345513939857483","0.0625","1.0816266536712646","0.0"
"0.020214160904288292","0.9375","0.43170809745788574","0.0625","1.1783909797668457","0.0"
"0.046149492263793945","0.9375","0.3526386022567749","0.0625","1.2022604942321777","0.0"
"0.04250827431678772","0.9375","0.40492066740989685","0.0625","1.2387335300445557","0.0"
"0.04901627451181412","0.9375","0.38262349367141724","0.0625","1.2862850427627563","0.0"
"0.006528452970087528","0.9375","0.46640461683273315","0.0625","1.201535940170288","0.0"
"0.030033426359295845","0.9375","0.4368118643760681","0.0625","1.259634256362915","0.0"
"0.022105641663074493","0.9375","0.41135936975479126","0.0625","1.2386417388916016","0.0"
"0.016719331964850426","0.9375","0.37963226437568665","0.0625","1.2454726696014404","0.0"
"0.007020859979093075","0.9375","0.3753865957260132","0.0625","1.2956671714782715","0.0"
"0.3592710494995117","0.3125","0.4478917121887207","0.0625","1.2442909479141235","0.0"
"0.027790257707238197","0.9375","0.40126609802246094","0.0625","1.2188506126403809","0.0"
"0.033152688294649124","0.9375","0.4355858266353607","0.0625","1.2760767936706543","0.0"
"0.032339908182621","0.9375","0.43921351432800293","0.0625","1.2024171352386475","0.0"
"0.07272063195705414","0.9375","0.40018904209136963","0.0625","1.211718201637268","0.0"
"0.019343504682183266","0.9375","0.43350374698638916","0.0625","1.2408618927001953","0.0"
"0.03293447941541672","0.9375","0.37235021591186523","0.0625","1.3239285945892334","0.0"
"0.03762425482273102","0.9375","0.37420111894607544","0.0625","1.3165382146835327","0.0"
"0.042020607739686966","0.9375","0.3343852162361145","0.0625","1.3764647245407104","0.0"
"0.026339150965213776","0.9375","0.3865452706813812","0.0625","1.3646814823150635","0.0"
"0.319184809923172","0.3125","0.45226049423217773","0.0625","1.2927849292755127","0.0"
"0.027185749262571335","0.9375","0.36929699778556824","0.0625","1.366029143333435","0.0"
"0.03386696055531502","0.9375","0.3577513098716736","0.0625","1.3305988311767578","0.0"
"0.05345449224114418","0.9375","0.4196670353412628","0.0625","1.3007367849349976","0.0"
"0.03718356788158417","0.9375","0.3710765242576599","0.0625","1.326625943183899","0.0"
"0.024465076625347137","0.9375","0.39895209670066833","0.0625","1.3639025688171387","0.0"
"0.01800490729510784","0.9375","0.3945921063423157","0.0625","1.3747773170471191","0.0"
"0.036156438291072845","0.9375","0.39948126673698425","0.0625","1.3520381450653076","0.0"
"0.03924459218978882","0.9375","0.42799222469329834","0.0625","1.233677625656128","0.0"
"0.020084263756871223","0.9375","0.41002175211906433","0.0625","1.3014159202575684","0.0"
"0.3307759761810303","0.3125","0.4132870137691498","0.0625","1.3832988739013672","0.0"
"0.027976125478744507","0.9375","0.4123990833759308","0.0625","1.3591361045837402","0.0"
"0.04009701684117317","0.9375","0.40325647592544556","0.0625","1.3010647296905518","0.0"
"0.04154118523001671","0.9375","0.4460851848125458","0.0625","1.3344473838806152","0.0"
"0.03051558881998062","0.9375","0.4361242353916168","0.0625","1.3342828750610352","0.0"
"0.025704044848680496","0.9375","0.3600658178329468","0.0625","1.3745508193969727","0.0"
"0.045691728591918945","0.9375","0.4329068064689636","0.0625","1.3111891746520996","0.0"
"0.03688885644078255","0.9375","0.35476526618003845","0.0625","1.3213984966278076","0.0"
"0.02821970172226429","0.9375","0.42188650369644165","0.0625","1.415719747543335","0.0"
"0.015535736456513405","0.9375","0.43545210361480713","0.0625","1.352855920791626","0.0"
"0.35851797461509705","0.3125","0.4409874677658081","0.0625","1.5208590030670166","0.0"
"0.030049648135900497","0.9375","0.46727609634399414","0.0625","1.4418392181396484","0.0"
"0.046260684728622437","0.9375","0.43724215030670166","0.0625","1.2856435775756836","0.0"
"0.035065796226263046","0.9375","0.4077325165271759","0.0625","1.5732594728469849","0.0"
"0.03817287087440491","0.9375","0.45917588472366333","0.0625","1.3995224237442017","0.0"
"0.04379094019532204","0.9375","0.41815999150276184","0.0625","1.1755895614624023","0.0"
"0.03070419281721115","0.9375","0.42641547322273254","0.0625","1.1761016845703125","0.0"
"0.017135189846158028","0.9375","0.36959967017173767","0.0625","1.4219077825546265","0.0"
"0.05403037369251251","0.9375","0.5075732469558716","0.0625","1.2236299514770508","0.0"
"0.04171067476272583","0.9375","0.37428420782089233","0.0625","1.0949815511703491","0.0"
"0.34791991114616394","0.3125","0.36556172370910645","0.0625","1.1629970073699951","0.0"
"0.04980452358722687","0.9375","0.34682273864746094","0.0625","1.2155826091766357","0.0"
"0.05441618338227272","0.9375","0.3986741006374359","0.0625","1.2194368839263916","0.0"
"0.06331261992454529","0.9375","0.3240833282470703","0.0625","1.1923573017120361","0.0"
"0.09184625744819641","0.9375","0.4629995822906494","0.0625","1.2292759418487549","0.0"
"0.04887284338474274","0.9375","0.4200204908847809","0.0625","1.1712383031845093","0.0"
"0.03438631445169449","0.9375","0.44508200883865356","0.0625","1.1981630325317383","0.0"
"0.01931948773562908","0.9375","0.3914475739002228","0.0625","1.2560908794403076","0.0"
"0.05391089990735054","0.9375","0.346665620803833","0.0625","1.2763316631317139","0.0"
"0.05466635525226593","0.9375","0.43850287795066833","0.0625","1.1421698331832886","0.0"
"0.3474405109882355","0.3125","0.41989830136299133","0.0625","1.106575846672058","0.0"
"0.3052026033401489","0.75","0.5328314304351807","0.0625","1.0674458742141724","0.0"
"0.10249388962984085","0.9375","0.49054351449012756","0.0625","1.002976894378662","0.0"
"0.035321321338415146","0.9375","0.4712908864021301","0.0625","0.9979984164237976","0.0"
"0.017148753628134727","0.9375","0.41663265228271484","0.0625","1.0415977239608765","0.0"
