"dis_loss_real","dis_loss_real_img","dis_loss_real_txt","dis_acc_real_img","dis_acc_real_txt","dis_loss_fake","dis_loss_fake_img","dis_loss_fake_txt","dis_acc_fake_img","dis_acc_fake_txt","gen_loss_fake","gen_loss_fake_img","gen_loss_fake_txt","gen_acc_fake_img","gen_acc_fake_txt"
"1.4499365091323853","0.5533053874969482","0.896631121635437","0.875","0.1875","1.3728604316711426","0.7968224287033081","0.5760380029678345","0.0625","0.0625","1.384676218032837","0.6910786032676697","0.6935976147651672","0.0","0.0"
"1.4278208017349243","0.6683761477470398","0.7594447135925293","0.2708333432674408","0.0416666679084301","1.4216818809509277","0.7829000949859619","0.638781726360321","0.0625","0.0","1.3815014362335205","0.6875590682029724","0.6939423084259033","0.0","0.0"
"1.3626837730407715","0.4884469509124756","0.8742368221282959","0.875","0.125","1.600081443786621","0.9474579095840454","0.6526234745979309","0.0","0.0","1.3800410032272339","0.6855788230895996","0.6944621801376343","0.0","0.0"
"1.4862990379333496","0.5605974197387695","0.9257016181945801","0.625","0.1875","1.7148061990737915","1.0271309614181519","0.6876752376556396","0.0","0.0","1.3789616823196411","0.6840298175811768","0.6949318647384644","0.0","0.0"
"1.3978444337844849","0.47000789642333984","0.927836537361145","0.8125","0.125","1.3177883625030518","0.7672398686408997","0.5505484342575073","0.0625","0.0625","1.3791794776916504","0.6841316223144531","0.6950477957725525","0.0","0.0"
"1.460707664489746","0.49059242010116577","0.9701151847839355","0.875","0.125","1.508577585220337","0.8671808838844299","0.6413967609405518","0.0","0.0","1.3779534101486206","0.6827141046524048","0.6952393054962158","0.0","0.0"
"1.3217027187347412","0.40951961278915405","0.9121831059455872","0.8125","0.1875","1.4943881034851074","0.8891087770462036","0.6052793264389038","0.0","0.0","1.3787540197372437","0.6832306385040283","0.6955233812332153","0.0","0.0"
"1.3426841497421265","0.3752388656139374","0.9674452543258667","0.9375","0.0625","1.4029178619384766","0.7624006271362305","0.6405172944068909","0.0625","0.0","1.3750189542770386","0.6797013878822327","0.6953175663948059","0.0","0.0"
"1.390692949295044","0.48417356610298157","0.9065194129943848","0.75","0.0625","1.3435111045837402","0.7165057063102722","0.6270053386688232","0.0625","0.0","1.3790061473846436","0.6818772554397583","0.69712895154953","0.0","0.0"
"1.2479901313781738","0.4136664569377899","0.8343237042427063","0.875","0.125","1.3607840538024902","0.7504293322563171","0.6103547215461731","0.0625","0.0625","1.3800320625305176","0.6831467151641846","0.696885347366333","0.0","0.0"
