"dis_loss_real","dis_loss_real_img","dis_loss_real_txt","dis_acc_real_img","dis_acc_real_txt","dis_loss_fake","dis_loss_fake_img","dis_loss_fake_txt","dis_acc_fake_img","dis_acc_fake_txt","gen_loss_fake","gen_loss_fake_img","gen_loss_fake_txt","gen_acc_fake_img","gen_acc_fake_txt"
"1.5272819995880127","1.071774959564209","0.4555070400238037","0.0625","0.8125","1.601623773574829","0.7213401794433594","0.8802836537361145","0.0","0.1875","1.3882335424423218","0.6957305669784546","0.6925029754638672","0.0","0.0"
"1.3691295385360718","0.7491602301597595","0.6199694275856018","0.0833333358168602","0.375","1.4060394763946533","0.6103792786598206","0.795660138130188","0.125","0.1875","1.3931623697280884","0.7007334232330322","0.6924289464950562","0.0","0.0"
"1.0583088397979736","0.5936781167984009","0.46463078260421753","0.5","0.8125","1.3794565200805664","0.5246253609657288","0.8548312187194824","0.1875","0.1875","1.40424382686615","0.7118011713027954","0.6924426555633545","0.0","0.0"
"0.927723228931427","0.5332034826278687","0.39451974630355835","0.6875","0.8125","1.1880686283111572","0.511023223400116","0.677045464515686","0.1875","0.1875","1.420710802078247","0.7275828123092651","0.6931279897689819","0.0","0.0"
"0.7809736728668213","0.40620383620262146","0.37476980686187744","0.625","0.8125","1.0962915420532227","0.4776007831096649","0.6186907291412354","0.1875","0.1875","1.439054250717163","0.7463551759719849","0.6926990151405334","0.0","0.0"
"0.7592835426330566","0.38883262872695923","0.3704509139060974","0.75","0.8125","1.1280879974365234","0.4887053966522217","0.639382541179657","0.1875","0.1875","1.4603664875030518","0.766941487789154","0.6934249997138977","0.0","0.0"
"0.6380435228347778","0.29668280482292175","0.34136074781417847","0.8125","0.8125","1.0186007022857666","0.45005089044570923","0.5685498118400574","0.1875","0.1875","1.4963722229003906","0.8031866550445557","0.693185567855835","0.0","0.0"
"0.6236460208892822","0.33965957164764404","0.2839864492416382","0.6875","0.8125","1.1056594848632812","0.45639777183532715","0.6492616534233093","0.1875","0.1875","1.5296802520751953","0.836129903793335","0.6935503482818604","0.0","0.0"
"0.5592811107635498","0.27068573236465454","0.28859537839889526","0.75","0.8125","0.9885230660438538","0.42997586727142334","0.5585471987724304","0.1875","0.1875","1.5497407913208008","0.8558623194694519","0.6938785314559937","0.0","0.0"
"0.6631413698196411","0.3483774662017822","0.3147639334201813","0.6875","0.8125","0.9309845566749573","0.390028715133667","0.5409558415412903","0.1875","0.1875","1.5939112901687622","0.9005179405212402","0.693393349647522","0.0","0.0"
"0.3868042826652527","0.15686240792274475","0.22994188964366913","0.8125","0.8125","0.8493645787239075","0.40335994958877563","0.44600462913513184","0.1875","0.1875","1.611140251159668","0.9183129072189331","0.6928273439407349","0.0","0.0"
"0.990365743637085","0.46354809403419495","0.5268176198005676","0.2708333432674408","0.2708333432674408","0.9031081199645996","0.3976259231567383","0.5054821968078613","0.1875","0.1875","1.6719956398010254","0.978515625","0.6934799551963806","0.0","0.0"
"0.4160597026348114","0.19221705198287964","0.22384265065193176","0.8125","0.8125","0.846464216709137","0.37938451766967773","0.46707969903945923","0.1875","0.1875","1.7735241651535034","1.081262230873108","0.6922619342803955","0.0","0.0"
"0.3517458438873291","0.13760797679424286","0.21413785219192505","0.8125","0.8125","0.7565474510192871","0.3424440026283264","0.4141034483909607","0.1875","0.1875","1.818498134613037","1.127655267715454","0.6908428072929382","0.0","0.0"
"0.38500773906707764","0.17677827179431915","0.2082294523715973","0.8125","0.8125","0.7665895819664001","0.35429394245147705","0.4122956395149231","0.1875","0.1875","1.842524528503418","1.157801866531372","0.6847226619720459","0.0","0.0"
"0.294589102268219","0.12809324264526367","0.16649587452411652","0.8125","0.8125","0.8009987473487854","0.3802933096885681","0.4207054376602173","0.1875","0.1875","1.880183458328247","1.199281930923462","0.6809014678001404","0.0","0.0"
"0.3751998543739319","0.1946495920419693","0.1805502474308014","0.8125","0.8125","0.7899881601333618","0.38342994451522827","0.40655821561813354","0.1875","0.1875","1.8459254503250122","1.1699891090393066","0.6759363412857056","0.0","0.0"
"0.46120232343673706","0.22773995995521545","0.2334623485803604","0.75","0.8125","0.7776265144348145","0.3812529146671295","0.39637356996536255","0.1875","0.1875","1.873639702796936","1.2077382802963257","0.6659014225006104","0.0","0.0"
"0.2999826967716217","0.14386647939682007","0.15611621737480164","0.8125","0.8125","0.7744088172912598","0.3463042378425598","0.42810460925102234","0.1875","0.1875","1.9492366313934326","1.2923227548599243","0.6569139361381531","0.0","0.0"
"0.29047396779060364","0.12819981575012207","0.16227415204048157","0.8125","0.8125","0.721613883972168","0.3502305746078491","0.37138330936431885","0.1875","0.1875","1.896745204925537","1.2338829040527344","0.6628623604774475","0.0","0.0"
"0.3035854995250702","0.14872267842292786","0.15486282110214233","0.8125","0.8125","0.7810050249099731","0.3912959098815918","0.38970908522605896","0.1875","0.1875","1.9957640171051025","1.3410816192626953","0.654682457447052","0.0","0.0"
"0.9349666237831116","0.43775078654289246","0.49721577763557434","0.2708333432674408","0.2708333432674408","0.7687554359436035","0.366965651512146","0.4017897844314575","0.1875","0.1875","2.0899391174316406","1.439232587814331","0.6507064700126648","0.0","0.0"
"0.24935057759284973","0.1373717039823532","0.11197886615991592","0.75","0.8125","0.6815767288208008","0.32072970271110535","0.36084702610969543","0.1875","0.1875","2.142045497894287","1.494113802909851","0.647931694984436","0.0","0.0"
"0.2122335433959961","0.10179952532052994","0.11043402552604675","0.8125","0.8125","0.6942521929740906","0.341657817363739","0.35259437561035156","0.1875","0.1875","2.1906940937042236","1.5505210161209106","0.6401731371879578","0.0","0.0"
"0.2522021532058716","0.12404362857341766","0.12815850973129272","0.8125","0.8125","0.7621716260910034","0.378290057182312","0.3838815987110138","0.1875","0.1875","2.233361005783081","1.5961427688598633","0.6372182369232178","0.0","0.0"
"0.2498323768377304","0.1253303736448288","0.12450200319290161","0.8125","0.8125","0.9357427358627319","0.5593439340591431","0.37639880180358887","0.1875","0.1875","2.3890981674194336","1.7569925785064697","0.6321057081222534","0.0","0.0"
"0.27244725823402405","0.1381906419992447","0.13425661623477936","0.8125","0.8125","0.795220136642456","0.4144551455974579","0.38076502084732056","0.1875","0.1875","2.329742908477783","1.7017998695373535","0.6279431581497192","0.0","0.0"
"0.2442382574081421","0.10787344723939896","0.13636481761932373","0.8125","0.8125","0.6518115997314453","0.3193943202495575","0.33241724967956543","0.1875","0.1875","2.2190771102905273","1.586189866065979","0.6328873038291931","0.0","0.0"
"0.17593026161193848","0.09066478908061981","0.08526546508073807","0.8125","0.8125","0.8367581367492676","0.4049456715583801","0.43181249499320984","0.1875","0.1875","2.1980156898498535","1.5779955387115479","0.6200200319290161","0.0","0.0"
"0.20684611797332764","0.09692500531673431","0.10992111265659332","0.8125","0.8125","0.633628249168396","0.312743216753006","0.3208850622177124","0.1875","0.1875","2.318592071533203","1.7020870447158813","0.6165049076080322","0.0","0.0"
"0.19623211026191711","0.09257371723651886","0.10365839302539825","0.8125","0.8125","0.756759762763977","0.37654921412467957","0.3802105784416199","0.1875","0.1875","2.2468786239624023","1.6403683423995972","0.6065104007720947","0.0","0.0"
"1.0038224458694458","0.504723846912384","0.49909865856170654","0.2708333432674408","0.2708333432674408","0.6910738945007324","0.31697824597358704","0.374095618724823","0.1875","0.1875","2.297128200531006","1.690373182296753","0.6067551374435425","0.0","0.0"
"0.19840660691261292","0.09837573766708374","0.10003086179494858","0.8125","0.8125","0.7507796287536621","0.37734076380729675","0.37343883514404297","0.1875","0.1875","2.2411885261535645","1.6248362064361572","0.6163522005081177","0.0","0.0"
"0.2545798420906067","0.11705970764160156","0.13752014935016632","0.8125","0.8125","0.6666526794433594","0.33316442370414734","0.33348822593688965","0.1875","0.1875","2.3466806411743164","1.745924472808838","0.6007561683654785","0.0","0.0"
"0.19605334103107452","0.09507256746292114","0.10098077356815338","0.8125","0.8125","0.9341381788253784","0.41970646381378174","0.5144317150115967","0.1875","0.1875","2.480144500732422","1.8799502849578857","0.6001943349838257","0.0","0.0"
"0.20179519057273865","0.1023392304778099","0.09945596754550934","0.8125","0.8125","0.7853703498840332","0.3792324662208557","0.4061378538608551","0.1875","0.1875","2.427501916885376","1.8227064609527588","0.604795515537262","0.0","0.0"
"0.2132757008075714","0.08953247964382172","0.1237432211637497","0.8125","0.8125","0.8029389381408691","0.4045182466506958","0.39842069149017334","0.1875","0.1875","2.473149299621582","1.8761893510818481","0.5969600677490234","0.0","0.0"
